alpha,beta,gamma,tau,scf_cc,scf_bc,scf_bs,scf_cs
22,0.7,32,0.6,1.314833569,0.251686616,21.98290546,29.0115326
31,0.6,32,0.6,1.31842103,0.158335894,21.55975723,29.06472604
31,0.7,32,0.6,1.275278045,0.220686171,22.02220051,29.07104796
40,0.6,32,0.6,1.313374993,0.160648567,21.57815759,29.0908468
40,0.7,32,0.6,1.270416183,0.218756694,22.03792939,29.0927163
22,0.2,32,1,6.435296346,0.688426447,11.87782006,29.12440506
13,0.5,20,1,2.919484007,0.42359635,13.19302045,29.13518612
40,0.2,32,1,6.402141004,0.698912602,11.90655607,29.18804239
22,0.3,32,0.8,3.021421698,0.058414342,16.67192183,29.66648264
31,0.3,32,0.8,2.982174212,0.047922403,16.70309357,29.72202339
40,0.3,32,0.8,2.978214402,0.045133049,16.71738261,29.74743025
13,0.4,32,0.8,3.551913396,0.022730228,17.51410552,30.14074425
22,0.5,20,1,2.327332448,0.631103651,13.65101192,30.16848966
31,0.5,20,1,2.321898931,0.633599677,13.66547419,30.19804882
40,0.5,20,1,2.316347882,0.634466528,13.66819778,30.20229113
13,0.6,20,1,2.300262937,0.265315119,14.50944487,30.35406873
22,0.4,32,0.4,4.536489089,1.205802067,26.20313691,30.59941087
13,0.7,20,1,1.846101424,0.061477885,15.27965001,30.97733326
22,0.6,20,1,1.715710569,0.472866109,14.95352413,31.33502291
31,0.6,20,1,1.708804573,0.4747347,14.96811405,31.36275717
40,0.6,20,1,1.702673393,0.47562983,14.9695156,31.3672151
22,0.7,20,1,1.340582706,0.121948173,15.64221274,31.77915607
31,0.7,20,1,1.333070437,0.123178003,15.65429948,31.80177826
40,0.7,20,1,1.32689618,0.124104172,15.65690483,31.80489018
13,0.5,32,0.8,3.326353777,0.151677313,18.82890588,32.80930984
13,0.3,32,1,5.45091934,0.424455015,14.09396687,33.38888469
4,0.6,32,0.6,5.984330285,26.36132872,24.36314287,34.53974561
22,0.4,32,0.8,1.85169481,0.688930902,20.03774758,34.60492664
31,0.4,32,0.8,1.802456708,0.704524025,20.07761191,34.67819681
40,0.4,32,0.8,1.796357924,0.708009751,20.09713752,34.71134804
13,0.6,32,0.8,3.171939898,0.026245228,20.75312909,35.22004092
13,0.7,32,0.8,2.862179435,0.399024126,22.56922902,36.15475589
22,0.3,32,1,3.772795637,1.043792658,15.9514694,37.661561
31,0.3,32,1,3.721756531,1.056132931,15.98448586,37.73312292
40,0.3,32,1,3.716718785,1.059848936,15.99833575,37.76544945
22,0.5,32,0.8,1.472158481,0.945648812,21.60709101,37.91553038
31,0.5,32,0.8,1.419367601,0.963133684,21.64865504,37.99772876
40,0.5,32,0.8,1.412277865,0.966618274,21.6670599,38.03399639
13,0.4,32,1,4.344071189,0.699557521,17.19823912,38.44565721
22,0.6,32,0.8,1.362337284,0.722041788,23.59878777,40.36676025
31,0.6,32,0.8,1.311696653,0.73887524,23.63797058,40.44704878
22,0.7,32,0.8,1.29679454,0.203248638,25.10720567,40.47343471
40,0.6,32,0.8,1.304401295,0.741649994,23.65794652,40.48297321
31,0.7,32,0.8,1.250016681,0.223005478,25.14331772,40.54182536
40,0.7,32,0.8,1.243108525,0.224691006,25.15940021,40.57095913
13,0.5,32,1,3.898879572,0.705647079,19.88476895,42.00518517
22,0.4,32,1,2.1378164,1.513432547,19.76620338,44.15320994
31,0.4,32,1,2.073213014,1.530878277,19.80872032,44.24707219
40,0.4,32,1,2.065342554,1.535135779,19.82843293,44.28971987
4,0.7,32,0.8,8.906507122,25.00981659,27.28813954,44.29603337
13,0.6,32,1,3.609400552,0.362123969,20.21188316,44.75379769
13,0.7,32,1,3.198855404,0.094280195,21.8448839,46.20234307
22,0.5,32,1,1.487714328,1.598890139,22.91477994,48.50734972
31,0.5,32,1,1.418165803,1.619007346,22.96279931,48.61191142
40,0.5,32,1,1.40883993,1.622943466,22.9864463,48.659119
22,0.6,32,1,1.300785832,1.163372268,23.01548209,51.21834976
40,0.6,32,1,1.215395631,1.231295389,23.10604647,51.29271408
31,0.6,32,1,1.235027547,1.181817638,23.05690793,51.31899765
22,0.7,32,1,1.183219979,0.57427782,24.26787929,51.60005342
31,0.7,32,1,1.125721599,0.591113445,24.30132513,51.6806585
40,0.7,32,1,1.111278645,0.566742228,24.34927138,51.84838506
4,0.6,32,0.8,4.73824864,16.77494478,30.44941072,53.65781612
31,0.2,32,1,3.314166145,5.208044536,23.58163979,56.40386085
4,0.6,32,1,1.924057427,8.920622691,31.50153378,71.66763328
4,0.7,14,0.2,1.157677134,2.37105516,2.083748422,1.281675875
4,0.5,14,0.2,1.27467621,2.823134403,2.236893296,1.363621021
4,0.4,14,0.2,1.268560017,2.954579358,2.51561873,1.444003792
4,0.3,14,0.2,1.190428226,2.829470318,3.051818129,1.578810556
4,0.2,14,0.2,1.156697513,3.35321441,4.156601323,1.590243025
13,0.2,14,0.2,1.320428053,3.621319154,5.200514201,2.21405456
22,0.2,14,0.2,1.314872752,3.623486605,5.211228083,2.223901634
31,0.2,14,0.2,1.314731981,3.624066092,5.212712841,2.22455041
40,0.2,14,0.2,1.314492631,3.623784085,5.212042055,2.224552392
4,0.3,26,0.2,1.695743197,3.663866244,3.126165893,2.235180744
4,0.7,26,0.2,2.524921985,20.32495457,2.247308778,2.253488123
4,0.6,14,0.2,1.631000775,8.374017396,2.452490939,2.26068156
4,0.2,26,0.2,1.479818793,3.20454945,4.272447634,2.584298745
13,0.7,14,0.2,0.858338371,2.28801206,4.04081182,2.589889734
13,0.3,14,0.2,1.22127698,2.754635345,4.593728777,2.626151007
22,0.3,14,0.2,1.211029562,2.755580871,4.607758211,2.641593951
40,0.3,14,0.2,1.210349609,2.755906225,4.608809483,2.642592564
31,0.3,14,0.2,1.2106438,2.755869583,4.608865265,2.642617577
22,0.7,14,0.2,0.79979225,2.137998938,4.127150082,2.657913696
31,0.7,14,0.2,0.793395392,2.116725789,4.139533226,2.666283863
40,0.7,14,0.2,0.792171433,2.114063773,4.140652126,2.667214351
13,0.4,14,0.2,1.10440181,2.559558859,4.634621389,2.904292086
22,0.4,14,0.2,1.088068537,2.553607035,4.655642601,2.92591008
31,0.4,14,0.2,1.087429,2.553897607,4.656888068,2.927205542
40,0.4,14,0.2,1.087054139,2.553482095,4.657079739,2.927437392
13,0.6,14,0.2,0.920536514,2.173280956,4.327615339,2.979018778
22,0.6,14,0.2,0.892782568,2.140599306,4.362174063,3.010391423
31,0.6,14,0.2,0.889453509,2.132067151,4.368050873,3.014727523
40,0.6,14,0.2,0.888928055,2.132101875,4.367484506,3.014733289
13,0.5,14,0.2,1.008330036,2.398266134,4.567701,3.033801647
22,0.5,14,0.2,0.984454012,2.373573718,4.600658607,3.062827623
31,0.5,14,0.2,0.983510971,2.373556659,4.60201411,3.064320966
40,0.5,14,0.2,0.983050162,2.373565288,4.601645866,3.064354056
4,0.5,14,0.4,2.285516592,2.824971142,3.147718306,3.160884883
4,0.2,14,0.4,2.209680874,2.051777394,3.829788837,3.293700041
4,0.4,14,0.4,2.173447217,2.603089852,3.690546336,3.416619967
4,0.3,14,0.4,2.104870228,2.280424186,4.063984331,3.54132399
4,0.6,26,0.2,2.544143389,20.09814368,3.023566429,3.794383752
13,0.2,26,0.2,1.5765975,3.26935344,5.925906055,3.799509313
22,0.2,26,0.2,1.507179581,3.298575628,6.130649626,3.994573003
31,0.2,26,0.2,1.507329516,3.298131617,6.137858597,3.997460181
40,0.2,26,0.2,1.50707797,3.298416094,6.135500564,3.998838805
4,0.5,26,0.4,3.173404942,3.502212444,3.980448894,4.302700622
13,0.3,26,0.2,1.30620742,2.723052407,6.252518422,4.549694361
4,0.7,14,0.6,3.121112071,2.906931985,3.858962574,4.564114669
13,0.2,14,0.4,2.440862605,1.709265017,5.125932904,4.682892362
13,0.7,26,0.2,1.302300646,2.893847426,5.851072059,4.691872345
22,0.2,14,0.4,2.427178619,1.700765823,5.147507393,4.705536509
40,0.2,14,0.4,2.426174125,1.700477558,5.148874504,4.706799304
31,0.2,14,0.4,2.426654284,1.700569997,5.147558416,4.706958456
4,0.4,26,0.4,3.057117198,3.646100322,4.482254134,4.829032094
4,0.7,14,0.4,2.695685943,9.947215307,4.941568162,4.83939328
22,0.3,26,0.2,1.166003166,2.738205299,6.563884812,4.869098756
31,0.3,26,0.2,1.165515994,2.739178642,6.569020485,4.873522055
40,0.3,26,0.2,1.164787104,2.739152946,6.571594716,4.875794435
4,0.6,14,0.6,3.206912603,2.703206763,3.822000044,5.004058485
4,0.2,14,0.6,3.280994752,1.403516897,3.637058759,5.006333885
13,0.4,26,0.2,1.202756669,2.33082833,6.482413722,5.084997228
13,0.6,26,0.2,1.199193829,2.245849543,6.586191736,5.200092292
4,0.5,26,0.2,2.583411786,18.76154023,3.809649618,5.320585288
4,0.5,14,0.6,3.203375667,2.439457483,3.976850396,5.356155281
13,0.5,26,0.2,1.169948078,2.116364039,6.77288153,5.450762106
4,0.3,14,0.6,3.169255948,1.772782544,4.296364729,5.477368854
22,0.4,26,0.2,1.000782963,2.292980594,6.893635184,5.518146458
31,0.4,26,0.2,0.999672147,2.292914951,6.900097171,5.524015056
40,0.4,26,0.2,0.998728246,2.293019259,6.903268992,5.527125007
22,0.7,26,0.2,0.832847909,1.840147716,6.816074191,5.543549923
31,0.7,26,0.2,0.827404743,1.823349603,6.82877223,5.555973906
4,0.4,14,0.6,3.110058905,2.094015484,4.255437099,5.569877572
40,0.7,26,0.2,0.820219591,1.797458243,6.84659836,5.569961324
4,0.3,26,0.4,2.64880339,3.222438705,5.726936719,5.630894299
4,0.2,26,0.4,2.678946866,3.020111085,6.292392656,5.769055181
22,0.6,26,0.2,0.887213806,1.881447028,7.221719692,5.799380227
40,0.6,26,0.2,0.874924093,1.840170201,7.255438814,5.825604023
13,0.3,14,0.4,2.081556282,1.861590409,6.27637437,5.860793288
22,0.3,14,0.4,2.056200238,1.850584688,6.307201647,5.897167779
31,0.3,14,0.4,2.055051165,1.850220368,6.30927336,5.899508388
40,0.3,14,0.4,2.054472721,1.849442205,6.309093118,5.899688595
22,0.5,26,0.2,0.933649205,2.044644117,7.251679487,5.951818555
31,0.5,26,0.2,0.927692388,2.026218568,7.268333771,5.965422387
40,0.5,26,0.2,0.926487561,2.026144814,7.271505659,5.968968802
4,0.4,26,0.2,2.292707802,15.08276721,4.890165432,6.390945148
4,0.2,14,0.8,4.173193769,0.903325759,3.198962367,6.406496817
31,0.2,26,0.6,3.357857031,0.598572013,4.893459007,6.659346357
13,0.4,14,0.4,1.67942262,1.780372367,6.913993728,6.720162431
13,0.7,14,0.4,1.016984361,1.488162274,6.941014126,6.728431257
22,0.4,14,0.4,1.644113496,1.765929635,6.951030651,6.767842531
31,0.4,14,0.4,1.642313046,1.765514662,6.953539976,6.7708695
40,0.4,14,0.4,1.641437587,1.765449137,6.953410181,6.770970607
31,0.7,14,0.4,0.964116589,1.444580478,6.985125252,6.782952458
40,0.7,14,0.4,0.962884177,1.44455986,6.985030533,6.783054728
4,0.6,14,0.4,2.397034161,8.33331605,5.993299506,6.896669426
4,0.7,14,0.8,3.964012558,2.652305279,4.463537235,6.952898751
22,0.2,14,0.8,4.578153408,1.739473122,2.987205752,7.011257746
4,0.6,14,0.8,4.049571645,2.362002945,4.27695956,7.140364602
13,0.2,14,0.6,3.547439784,0.706510014,5.088369144,7.205798666
13,0.5,14,0.4,1.387735134,1.593037645,7.105628449,7.216076331
22,0.2,14,0.6,3.523409112,0.691776628,5.115965391,7.242318609
40,0.2,14,0.6,3.521936353,0.691197048,5.117982039,7.244787248
31,0.2,14,0.8,3.473050121,0.669090069,5.062396702,7.244787595
31,0.2,14,0.6,3.522661956,0.691288594,5.115576948,7.244787595
4,0.5,26,0.6,4.437141644,3.055273152,5.049167142,7.24638007
22,0.5,14,0.4,1.343722118,1.571504547,7.145011694,7.271287045
40,0.5,14,0.4,1.340444762,1.570187194,7.147606119,7.274555108
31,0.5,14,0.4,1.341471006,1.570349363,7.147797073,7.274634214
4,0.3,14,0.8,4.208377371,1.310180923,4.139777808,7.295610878
13,0.6,14,0.4,1.188224586,1.485969448,7.062799177,7.347944675
22,0.6,14,0.4,1.137111902,1.448258755,7.107453348,7.407825596
31,0.6,14,0.4,1.134493725,1.447753783,7.109980314,7.411067131
40,0.6,14,0.4,1.13333124,1.4477046,7.109573952,7.411103757
4,0.5,14,0.8,4.078621389,2.028099319,4.283925311,7.424689522
4,0.4,14,0.8,4.082575231,1.661939976,4.38116711,7.612565682
4,0.2,14,1,4.899029487,0.617310135,2.764268734,7.691407922
4,0.4,26,0.6,4.130543496,2.928924184,6.015575549,8.25090135
13,0.2,26,0.4,2.772399979,2.83019706,8.853961975,8.495085747
4,0.7,14,1,4.719245938,2.323443525,4.747733124,8.866914912
22,0.2,26,0.4,2.592259936,2.771106858,9.249590382,8.949180541
31,0.2,26,0.4,2.59178611,2.770941426,9.256503687,8.955713961
40,0.2,26,0.4,2.59083221,2.770447215,9.258521242,8.958822816
4,0.2,26,0.6,4.172987289,2.364547857,6.712790203,8.981387612
4,0.3,14,1,5.134787143,0.939233858,3.857100269,9.049057705
13,0.3,14,0.6,3.09231784,0.939721679,6.835570679,9.150475026
4,0.6,14,1,4.859112609,2.024150043,4.428619846,9.177264738
22,0.3,14,0.6,3.050259397,0.919659862,6.877694741,9.209097827
31,0.3,14,0.6,3.048208613,0.918770178,6.880695303,9.212769449
40,0.3,14,0.6,3.047050193,0.918683407,6.880844742,9.212918436
4,0.3,26,0.6,3.798979562,2.552574665,6.855589875,9.221444984
4,0.5,14,1,4.952688876,1.669383652,4.255104437,9.304501897
13,0.2,14,0.8,4.434366575,0.012427543,4.633804008,9.383016849
4,0.7,26,0.4,4.72897941,28.4648696,8.470712449,9.42991204
40,0.2,14,0.8,4.39706305,0.004028333,4.66401836,9.436799447
4,0.7,26,0.8,5.384224272,2.136673718,5.629771294,9.478581589
4,0.4,14,1,5.020040352,1.307994838,4.256077785,9.51844507
4,0.5,26,0.8,5.596638465,2.496198302,5.839992724,10.33644065
13,0.3,26,0.4,1.98052763,2.215714241,10.02986506,10.47292723
13,0.4,14,0.6,2.44229254,1.00467815,7.884177723,10.7129186
31,0.3,14,1,5.7477974,2.835400282,4.14295739,10.77047906
22,0.4,14,0.6,2.384369519,0.980108587,7.933610098,10.78969399
40,0.4,14,0.6,2.379681391,0.978456293,7.937350865,10.7942414
31,0.4,14,0.6,2.381205556,0.979142244,7.937030802,10.79438975
13,0.7,14,0.6,1.269077024,1.039778925,9.032391398,10.82688404
22,0.7,14,0.6,1.198576979,0.996269642,9.079747654,10.8963479
31,0.7,14,0.6,1.193933366,0.99532637,9.081620669,10.90020706
40,0.7,14,0.6,1.191766483,0.995177095,9.081254735,10.90110241
22,0.3,26,0.4,1.639000395,2.111158264,10.63620832,11.22257922
31,0.3,26,0.4,1.636981362,2.110476016,10.64526945,11.23288598
40,0.3,26,0.4,1.63522385,2.109835252,10.64872312,11.23811549
13,0.2,14,1,5.117179789,0.331632774,4.101776999,11.39422349
22,0.2,14,1,5.070606303,0.344818052,4.127152462,11.45820224
31,0.2,14,1,5.068971754,0.345284959,4.126631514,11.46215328
40,0.2,14,1,5.06761603,0.345303294,4.128731626,11.4622502
4,0.4,26,0.8,5.229826723,2.224167017,6.510037759,11.52432258
13,0.5,14,0.6,1.915901287,0.967854048,8.614067471,11.69763029
22,0.5,14,0.6,1.848317556,0.938935308,8.665798713,11.78309603
31,0.5,14,0.6,1.844353204,0.937740845,8.669631977,11.78819819
40,0.5,14,0.6,1.842468043,0.93766307,8.671607049,11.78843589
13,0.6,14,0.6,1.545910133,0.964164721,9.011105222,11.79996179
22,0.6,14,0.6,1.474138764,0.927760746,9.063628152,11.88363911
31,0.6,14,0.6,1.469632883,0.926756272,9.066656347,11.88863384
40,0.6,14,0.6,1.467566326,0.926607694,9.06605619,11.88869101
13,0.4,26,0.4,1.663191113,1.656567177,11.11463885,11.9223635
4,0.2,26,0.8,5.625697258,1.571737649,6.417689142,12.05438662
4,0.7,26,1,6.531209771,1.928485107,5.5338533,12.12214754
4,0.6,26,1,6.761115774,2.032610819,5.646524233,12.27624652
13,0.3,14,0.8,4.05473798,0.123642808,6.772136295,12.30970245
22,0.3,14,0.8,3.99461846,0.099054747,6.820228797,12.39078156
31,0.3,14,0.8,3.991573622,0.097896142,6.82349477,12.39595923
40,0.3,14,0.8,3.989877013,0.097845322,6.823654413,12.39630528
4,0.3,26,0.8,5.076193754,1.86968065,6.908937386,12.55437603
22,0.4,26,0.4,1.207070301,1.480379206,11.90485929,12.92360273
31,0.4,26,0.4,1.203871061,1.479157237,11.91615543,12.93712383
40,0.4,26,0.4,1.201342482,1.478345246,11.92206712,12.94446427
13,0.5,26,0.4,1.609220979,1.329739626,12.03101267,12.99564996
4,0.5,26,1,6.636036293,1.968239175,5.868856271,13.06929652
13,0.7,26,0.4,1.520698741,1.422357423,12.22939261,13.08752313
13,0.2,26,0.6,4.282649499,1.716405513,9.590621235,13.34116977
13,0.6,26,0.4,1.582518181,1.173444063,12.42887004,13.50376458
4,0.6,26,0.4,4.185508837,24.51584655,10.80496437,13.52023344
22,0.2,26,0.6,3.990739738,1.573712542,10.0857901,14.07059336
40,0.2,26,0.6,3.988455293,1.571466247,10.09731329,14.08588798
22,0.7,26,0.4,1.036201841,1.092660067,13.07038329,14.09695844
31,0.7,26,0.4,1.023142743,1.060993094,13.09522855,14.12433547
40,0.7,26,0.4,1.019589072,1.057822099,13.10086603,14.1320314
22,0.5,26,0.4,1.097515865,1.085629675,12.94872165,14.15427955
31,0.5,26,0.4,1.093663126,1.084006065,12.96175602,14.16961685
40,0.5,26,0.4,1.090752015,1.082916268,12.9684588,14.17785983
13,0.4,14,0.8,3.269143609,0.250852228,8.268492996,14.58663111
22,0.6,26,0.4,1.079526512,0.932293134,13.34961016,14.65026347
40,0.6,26,0.4,1.069408595,0.91999089,13.37167388,14.67790364
4,0.4,26,1,6.342830375,1.633524927,6.429704474,14.68751364
22,0.4,14,0.8,3.187275198,0.219257739,8.329257542,14.69239539
40,0.4,14,0.8,3.180299569,0.217965812,8.333955176,14.69889094
31,0.4,14,0.8,3.182612594,0.218040983,8.33321477,14.69894979
4,0.2,26,1,6.880431866,0.919895602,5.962586798,14.90487502
13,0.3,14,1,4.85497011,0.475346224,6.47793208,15.39229027
22,0.3,14,1,4.774517015,0.500872205,6.527639549,15.49401579
40,0.3,14,1,4.768333861,0.501970325,6.531329078,15.50162709
4,0.3,26,1,6.31015505,1.328339221,6.787350515,15.5338348
13,0.7,14,0.8,1.554788141,0.58386041,10.19758836,15.84306254
13,0.5,14,0.8,2.5368041,0.332407517,9.200777671,15.90400552
22,0.7,14,0.8,1.463813488,0.542781542,10.24667724,15.93401421
31,0.7,14,0.8,1.456947714,0.541508504,10.24958523,15.93942021
40,0.7,14,0.8,1.453658021,0.541217077,10.24924878,15.93953336
22,0.5,14,0.8,2.44222391,0.29607564,9.263768459,16.02004661
31,0.5,14,0.8,2.436289874,0.294660718,9.268145165,16.02689986
40,0.5,14,0.8,2.433484266,0.294518252,9.268557187,16.02737308
13,0.6,14,0.8,1.980415184,0.434221686,9.887791218,16.30588532
22,0.6,14,0.8,1.884425191,0.395511897,9.94668417,16.41563926
31,0.6,14,0.8,1.877740362,0.394090425,9.950730458,16.421926
40,0.6,14,0.8,1.87459932,0.393844842,9.950680922,16.42199949
13,0.3,26,0.6,3.019621783,1.540491524,12.18826853,16.73225121
22,0.3,26,0.6,2.481183402,1.331377845,12.99916268,17.93629851
31,0.3,26,0.6,2.477744085,1.329569227,13.01081084,17.95264867
40,0.3,26,0.6,2.474840491,1.328405036,13.01705103,17.96149348
13,0.2,26,0.8,5.744171295,0.501736505,9.337154675,18.04295234
13,0.4,14,1,4.014381225,0.389573308,8.157881352,18.28886165
22,0.4,14,1,3.90763316,0.424465996,8.224407587,18.42438301
31,0.4,14,1,3.901398079,0.425949996,8.228926628,18.43274992
40,0.4,14,1,3.89795235,0.426051634,8.229405604,18.4332198
13,0.4,26,0.6,2.360181701,0.992635511,14.02833851,19.04907962
22,0.2,26,0.8,5.331670183,0.297016222,9.876065537,19.05258487
31,0.2,26,0.8,5.33016131,0.294526421,9.879019725,19.06701295
40,0.2,26,0.8,5.328213599,0.293258934,9.887074262,19.07394816
13,0.7,14,1,1.836582171,0.166862783,10.6611675,19.67731464
22,0.7,14,1,1.723283692,0.126868138,10.71272196,19.78290834
40,0.7,14,1,1.709355711,0.124987257,10.71586021,19.78893172
31,0.7,14,1,1.713912111,0.125349842,10.71660057,19.78906637
13,0.5,14,1,3.138363833,0.244162149,9.190032239,19.82515893
22,0.5,14,1,3.014616664,0.284270219,9.258973416,19.97083203
31,0.5,14,1,3.00659531,0.285897701,9.264232419,19.97928994
40,0.5,14,1,3.002772795,0.286009188,9.264907592,19.97978567
13,0.6,14,1,2.415089654,0.061069507,10.12354229,20.63236778
22,0.4,26,0.6,1.652899106,0.694392713,15.09875977,20.63915039
31,0.4,26,0.6,1.647493947,0.692021087,15.11371261,20.66046273
40,0.4,26,0.6,1.643359408,0.690470463,15.12299452,20.67209436
22,0.6,14,1,2.290594303,0.102897669,10.18747391,20.76905803
31,0.6,14,1,2.281524505,0.104550228,10.19226048,20.77692136
40,0.6,14,1,2.27717242,0.104860002,10.19279674,20.77707756
13,0.5,26,0.6,2.13128055,0.6270351,14.72883524,20.8188869
4,0.7,26,0.6,6.346040077,24.1457402,16.43544486,21.42543124
13,0.7,26,0.6,1.829010893,0.775656724,16.59435901,21.69232211
13,0.6,26,0.6,2.015119495,0.599774968,15.94376532,21.85378289
13,0.2,26,1,6.967679143,0.477283212,8.79735881,22.46853651
22,0.5,26,0.6,1.345727891,0.26631504,15.88657309,22.63687299
31,0.5,26,0.6,1.339279415,0.263675828,15.90325968,22.66087745
40,0.5,26,0.6,1.334486655,0.261978532,15.91382832,22.67400613
13,0.3,26,0.8,4.186296682,0.501050833,12.29922788,22.78363481
22,0.7,26,0.6,1.160087531,0.469563476,17.61986261,23.16626282
31,0.7,26,0.6,1.149343387,0.458119319,17.63794345,23.19057624
40,0.7,26,0.6,1.144636686,0.4569045,17.6456677,23.20086235
22,0.6,26,0.6,1.247557121,0.238916626,17.12426643,23.6494968
31,0.6,26,0.6,1.24052635,0.23611916,17.13995096,23.6729572
40,0.6,26,0.6,1.235567572,0.234522832,17.14701654,23.68541992
22,0.2,26,1,6.425142449,0.717226452,9.347941463,23.763166
31,0.2,26,1,6.422888304,0.720201107,9.35055491,23.78130811
40,0.2,26,1,6.420413273,0.722008108,9.359158647,23.79035438
22,0.3,26,0.8,3.449032623,0.211018223,13.18539149,24.44020401
31,0.3,26,0.8,3.444177794,0.208146043,13.19754228,24.4626947
40,0.3,26,0.8,3.440102377,0.206413792,13.20437708,24.47504971
13,0.4,26,0.8,3.162779824,0.206499697,14.8628302,26.08619629
4,0.6,26,0.6,4.448264537,18.28862892,18.97788691,27.47549606
22,0.4,26,0.8,2.188748763,0.183221242,16.06373628,28.26941737
31,0.4,26,0.8,2.181035152,0.186600373,16.0806054,28.2984295
40,0.4,26,0.8,2.175287067,0.189156157,16.0900066,28.31451468
13,0.3,26,1,5.28173677,0.425978212,12.19549446,28.42696733
13,0.5,26,0.8,2.67458614,0.010094135,16.72567649,28.80162981
13,0.6,26,0.8,2.401306968,0.091009016,17.24763747,30.37720419
22,0.3,26,1,4.335702855,0.777419232,13.14627083,30.52787629
31,0.3,26,1,4.329397401,0.781194035,13.15889967,30.55622538
40,0.3,26,1,4.324177664,0.783429848,13.16619884,30.57197664
13,0.7,26,0.8,2.124575565,0.380473033,18.146014,30.72612097
22,0.5,26,0.8,1.592494793,0.438814721,18.09371757,31.29025269
31,0.5,26,0.8,1.583050707,0.44233477,18.111511,31.32228758
40,0.5,26,0.8,1.576172366,0.444712999,18.1218889,31.33997903
22,0.7,26,0.8,1.210519241,0.009694212,19.23971248,32.73185804
22,0.6,26,0.8,1.347973125,0.339015913,18.53672608,32.82014051
31,0.7,26,0.8,1.196513131,0.012599102,19.26842126,32.8308482
40,0.7,26,0.8,1.189721997,0.011062886,19.27286598,32.84471312
31,0.6,26,0.8,1.338074223,0.341918653,18.55238931,32.85107093
40,0.6,26,0.8,1.330960592,0.344029461,18.56207033,32.86789906
13,0.4,26,1,3.947295037,0.550328667,14.66773267,33.07226011
22,0.4,26,1,2.684318655,0.999273417,15.91561802,35.8521326
31,0.4,26,1,2.674157339,1.003461703,15.93281671,35.88910693
40,0.4,26,1,2.666627509,1.006298843,15.94263762,35.90964729
13,0.5,26,1,3.20496296,0.588283032,16.69077772,36.09968112
13,0.6,26,1,2.738007619,0.383244299,17.09144166,38.9444126
22,0.5,26,1,1.809866629,1.094025763,18.10049989,39.2136569
31,0.5,26,1,1.797373882,1.098217201,18.11994428,39.25414386
40,0.5,26,1,1.788357497,1.100990843,18.13082663,39.27647642
13,0.7,26,1,2.348732204,0.021831915,18.18725438,39.46334773
22,0.7,26,1,1.172095604,0.382001965,19.27432012,41.9755076
31,0.7,26,1,1.159243818,0.384688758,19.28645043,42.00621029
40,0.7,26,1,1.150167643,0.386596843,19.29543226,42.02349024
22,0.6,26,1,1.365777563,0.865352556,18.38245993,42.02977121
31,0.6,26,1,1.352347545,0.868852799,18.39996188,42.06902815
40,0.6,26,1,1.342811594,0.871301208,18.40969306,42.0906803
4,0.6,26,0.8,3.158785198,10.57205154,23.22179887,42.26721544
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
